card_filename,qrcode_url
ATHLETIFI-CAM-4.svg,<S><UID>95270007T6GY5T23</UID><OPE>1</OPE></S>Ê
ATHLETIFI-CAM-4-2.pdf,<S><UID>95270007T6GY5T23</UID><OPE>1</OPE></S>
